city,lat,lng,country,iso2,continent,adjectives
Cooma,-36.235,149.1258,Australia,AU,Oceania,"{'common': 3, 'frequent': 3, 'clear': 3, 'next': 2, 'dry': 2, 'cold': 2, 'maximum': 2, 'coastal': 2, 'free': 2, 'aboriginal': 1, 'big': 1, 'open': 1, 'traditional': 1, 'tenth': 1, 'anglican': 1, 'further': 1, 'religious': 1, 'rural': 1, 'primary': 1, 'roman': 1, 'independent': 1, 'christian': 1, 'tertiary': 1, 'oceanic': 1, 'warm': 1, 'hot': 1, 'cool': 1, 'chilly': 1, 'due': 1, 'lowest': 1, 'daytime': 1, 'unremarkable': 1, 'southeast': 1, 'lower': 1, 'adjacent': 1, 'strong': 1, 'uncommon': 1, 'light': 1, 'severe': 1, 'semi': 1, 'higher': 1, 'cooler': 1, 'digital': 1, 'popular': 1, 'junior': 1, 'senior': 1, 'local': 1, 'various': 1, 'snowliner': 1, 'notable': 1}"
Gajwel,17.8517,78.6828,India,IN,Asia,"{'local': 5, 'agricultural': 4, 'various': 3, 'economic': 3, 'hot': 2, 'heavy': 2, 'small': 2, 'complete': 2, 'civic': 1, 'km2': 1, 'political': 1, 'former': 1, 'smoother': 1, 'semi': 1, 'arid': 1, 'mild': 1, 'moderate': 1, 'pleasant': 1, 'mega': 1, 'southern': 1, 'expandable': 1, 'packed': 1, 'special': 1, 'allied': 1, 'fertile': 1, 'recent': 1, 'financial': 1, 'retail': 1, 'commercial': 1, 'rural': 1, 'potential': 1, 'worth': 1, 'accurate': 1, 'official': 1, 'vacant': 1, 'current': 1, 'operational': 1, 'easier': 1, 'modern': 1, 'concerned': 1, 'smooth': 1, 'ongoing': 1, 'additional': 1, 'regular': 1, 'nearest': 1, 'revivial': 1, 'best': 1}"
Kudra,25.0463,83.7926,India,IN,Asia,"{'local': 4, 'available': 4, 'higher': 3, 'better': 3, 'mid': 2, 'agricultural': 2, 'accessible': 2, 'nearest': 2, 'old': 2, 'ancient': 1, 'cultural': 1, 'hot': 1, 'cold': 1, 'ideal': 1, 'coldest': 1, 'mean': 1, 'minimum': 1, 'easterly': 1, 'optimum': 1, 'related': 1, 'prominent': 1, 'fertile': 1, 'industrial': 1, 'big': 1, 'mini': 1, 'automatic': 1, 'complete': 1, 'full': 1, 'active': 1, 'reasonable': 1, 'financial': 1, 'regional': 1, 'multipurpose': 1, 'epic': 1, 'giant': 1, 'vast': 1, 'political': 1, 'historical': 1, 'north': 1, 'black': 1, 'single': 1, 'popular': 1, 'connected': 1, 'best': 1, 'km).daily': 1, 'primary': 1, 'frequent': 1, 'nearby': 1, 'daily': 1, 'basic': 1}"
Dingalan,15.38,121.4,Philippines,PH,Asia,"{'square': 3, 'early': 2, 'dumagat': 2, 'secondary': 2, 'rough': 1, 'attractive': 1, 'arable': 1, 'inter': 1, 'cultural': 1, 'imperial': 1, 'strategic': 1, 'military': 1, 'consecutive': 1, 'municipal': 1, 'initial': 1, 'regular': 1, 'principal': 1, 'allowable': 1, 'cubic': 1, 'equivalent': 1, 'relentless': 1, 'original': 1, 'old': 1, 'devoid': 1, 'faster': 1, 'brownish': 1, 'adequate': 1, 'upstream': 1, 'sq': 1, 'provincial': 1, 'small': 1, 'proper': 1, 'whole': 1, 'mountainous': 1, 'due': 1, 'ongoing': 1, 'said': 1, 'difficult': 1, 'economical': 1, 'practical': 1, 'educational': 1, 'primary': 1, 'elementary': 1, 'danilo': 1, 'daily': 1, 'external': 1}"
Tongliao,43.654,122.243,China,CN,Asia,"{'eastern': 5, 'square': 2, 'proper': 2, 'defunct': 2, 'original': 2, 'dry': 2, 'monthly': 2, 'administrative': 1, 'human': 1, 'proto': 1, 'provincial': 1, 'early': 1, 'republican': 1, 'urban': 1, 'manchukuo': 1, 'western': 1, 'former': 1, 'northern': 1, 'southern': 1, 'central': 1, 'highest': 1, 'long': 1, 'cold': 1, 'windy': 1, 'hot': 1, 'humid': 1, 'mean': 1, 'annual': 1, 'much': 1, 'sunny': 1, 'possible': 1, 'abundant': 1, 'bright': 1, 'ethnic': 1, 'educational': 1, 'notable': 1, 'external': 1}"
Wunsiedel,50.0167,12.0167,Germany,DE,Europe,"{'natural': 4, 'last': 3, 'various': 3, 'nazi': 3, 'oldest': 3, 'old': 3, 'regional': 3, 'modern': 2, 'free': 2, 'neo': 2, 'memorial': 2, 'anti': 2, 'fascist': 2, 'federal': 2, 'municipal': 2, 'bavarian': 2, 'open': 2, 'nearest': 2, 'northern': 1, 'northeast': 1, 'annual': 1, 'noble': 1, 'great': 1, 'economic': 1, 'comparable': 1, 'fichtelgebirge': 1, 'prussian': 1, 'nationalist': 1, 'famous': 1, 'conservative': 1, 'direct': 1, 'general': 1, 'harshest': 1, 'uncensored': 1, 'affluent': 1, 'outright': 1, 'young': 1, 'traumatic': 1, 'good': 1, 'late': 1, 'infamous': 1, 'unexpected': 1, 'bunt': 1, 'colourful': 1, 'brown': 1, 'criminal': 1, 'hess': 1, 'further': 1, 'smaller': 1, 'human': 1}"
Tsuruga,35.6452,136.0555,Japan,JP,Asia,"{'annual': 2, 'jewish': 2, 'nuclear': 2, 'middle': 2, 'local': 2, 'square': 1, 'central': 1, 'nearest': 1, 'close': 1, 'humid': 1, 'subtropical': 1, 'hot': 1, 'cool': 1, 'plentiful': 1, 'heavy': 1, '°': 1, 'wettest': 1, 'highest': 1, 'lowest': 1, 'ancient': 1, 'early': 1, 'western': 1, 'modern': 1, 'imperial': 1, 'open': 1, 'only': 1, 'much': 1, 'unicameral': 1, 'healthy': 1, 'mixed': 1, 'bulk': 1, 'elementary': 1, 'hapi': 1, '20th': 1, 'tall': 1, 'popular': 1, '100th': 1, 'external': 1, 'official': 1}"
Yaizu,34.8669,138.3247,Japan,JP,Asia,"{'professional': 3, 'central': 2, 'commercial': 2, 'hot': 2, 'humid': 2, 'annual': 2, 'sumo': 2, 'official': 2, 'square': 1, 'noted': 1, 'indented': 1, 'warm': 1, 'maritime': 1, 'short': 1, 'cool': 1, 'past': 1, 'mild': 1, '°': 1, 'wettest': 1, 'highest': 1, 'lowest': 1, 'ancient': 1, '5th': 1, 'numerous': 1, 'nearby': 1, 'modern': 1, 'following': 1, 'frozen': 1, 'wireless': 1, 'bonito': 1, 'entire': 1, 'atomic': 1, 'mid': 1, 'air': 1, 'unicameral': 1, 'local': 1, 'agricultural': 1, 'green': 1, 'new': 1, 'elementary': 1, 'middle': 1, 'vocational': 1, 'military': 1, 'notable': 1, 'religious': 1, 'olympic': 1, 'silver': 1, 'social': 1, 'external': 1}"
Pichanal,-23.3167,-64.2167,Argentina,AR,South America,"{'northeastern': 1, 'nearby': 1, 'economic': 1, 'small': 1, 'different': 1, 'feverish': 1, 'strategic': 1, 'new': 1, 'available': 1, 'educational': 1, 'current': 1}"
Nakonde,-9.3314,32.7548,Zambia,ZM,Africa,"{'inadequate': 2, 'poor': 2, 'northern': 1, 'principal': 1, 'commercial': 1, 'political': 1, 'last': 1, 'pan': 1, 'geographical': 1, 'busy': 1, 'available': 1, 'potable': 1, 'post': 1, 'secondary': 1, 'educational': 1, 'external': 1, 'pilot': 1}"
Curepto,-35.0833,-72.0167,Chile,CL,South America,"{'rural': 3, 'electoral': 2, 'colonial': 1, 'quintessential': 1, 'traditional': 1, 'religious': 1, 'latin': 1, 'remote': 1, 'common': 1, 'annual': 1, 'outgoing': 1, 'collective': 1, 'entire': 1, 'popular': 1, 'open': 1, 'urban': 1, 'third': 1, 'administrative': 1, 'communal': 1, 'municipal': 1, 'following': 1, '38th': 1, '10th': 1, 'senatorial': 1, 'huge': 1, 'fine': 1, 'luxurious': 1, 'precious': 1, 'ill': 1, 'legal': 1, 'external': 1}"
Mārupe,56.9069,24.0575,Latvia,LV,Europe,"{'administrative': 2, 'small': 2, 'historic': 2, 'separate': 1, '1st': 1, 'left': 1, 'cathedral': 1, 'full': 1, 'big': 1, 'nearest': 1, 'daily': 1, 'riga': 1}"
Matanao,6.75,125.23,Philippines,PH,Asia,"{'clear': 2, 'annual': 2, 'new': 1, 'independent': 1, 'earlier': 1, 'tribal': 1, 'late': 1, 'next': 1, 'countless': 1, 'various': 1, 'cultural': 1, 'dominating': 1, 'south': 1, 'outlying': 1, 'hot': 1, 'mean': 1, 'coldest': 1, 'hottest': 1, 'external': 1}"
San Luis de la Paz,21.3,-100.5167,Mexico,MX,North America,"{'northeastern': 1, 'defensive': 1, 'native': 1, 'adjacent': 1, 'southern': 1, 'important': 1, 'agricultural': 1, 'commercial': 1, 'ideal': 1, 'external': 1}"
Kutchan,42.9,140.7667,Japan,JP,Asia,"{'present': 4, 'famous': 3, 'short': 3, 'active': 2, 'snowiest': 2, 'annual': 2, 'greater': 2, 'early': 2, 'much': 2, 'domestic': 2, 'foreign': 2, 'local': 2, 'subprefecture': 1, 'celebrated': 1, 'little': 1, 'fat': 1, 'coldest': 1, 'distinct': 1, 'mild': 1, 'southern': 1, 'native': 1, 'nearby': 1, 'abuta': 1, 'white': 1, 'devoted': 1, 'financial': 1, 'highest': 1, 'recent': 1, 'considerable': 1, 'steady': 1, 'copious': 1, 'fresh': 1, 'best': 1, 'entire': 1, 'economic': 1, 'rapid': 1, 'smaller': 1, 'upscale': 1, 'wealthy': 1, 'closest': 1, 'prefectural': 1, 'regional': 1, 'cultural': 1, 'heavy': 1, 'primary': 1, 'agricultural': 1, 'olympic': 1, 'external': 1}"
Roßdorf,49.85,8.75,Germany,DE,Europe,"{'official': 2, 'blue': 2, 'golden': 2, 'protestant': 2, 'outdoor': 2, 'bavarian': 1, 'worst': 1, 'entire': 1, 'neighbour': 1, 'communal': 1, 'following': 1, 'free': 1, 'upper': 1, 'lower': 1, 'regional': 1, 'combined': 1, 'historic': 1, 'old': 1, 'great': 1, 'heated': 1, 'famous': 1, 'recent': 1, 'und': 1, 'wissenschaftlichen': 1, 'historical': 1, 'notable': 1, 'available': 1, 'external': 1}"
Backnang,48.9464,9.4306,Germany,DE,Europe,"{'past': 1, '12th': 1, 'annual': 1, 'last': 1, 'local': 1, 'cultural': 1, 'traditional': 1, 'following': 1, 'notable': 1, 'visual': 1, 'roman': 1, 'catholic': 1, 'former': 1, 'artistic': 1, 'external': 1, 'official': 1}"
Reims,49.2628,4.0347,France,FR,Europe,"{'northern': 4, 'roman': 4, 'former': 4, 'various': 3, 'new': 3, 'open': 3, 'populous': 2, 'traditional': 2, 'outstanding': 2, 'gothic': 2, 'latter': 2, 'classical': 2, 'few': 2, 'royal': 2, 'anti': 2, 'cultural': 2, 'unconditional': 2, 'commercial': 2, '16th': 2, 'free': 2, 'welcome': 2, 'regional': 2, 'maritime': 2, '12th': 1, 'prominent': 1, 'ceremonial': 1, 'monarchical': 1, 'white': 1, 'frankish': 1, 'adjacent': 1, 'historical': 1, 'special': 1, 'imperial': 1, 'gaulish': 1, 'modern': 1, 'accusative': 1, 'influential': 1, 'sacred': 1, 'divine': 1, 'ecclesiastical': 1, '10th': 1, 'intellectual': 1, 'monk': 1, 'liberal': 1, 'dynastic': 1, 'capetian': 1, 'important': 1, 'communal': 1, 'futile': 1, '18th': 1}"
Östringen,49.2194,8.7108,Germany,DE,Europe,"{'twin': 1, 'central': 1, 'extensive': 1, 'deciduous': 1, 'municipal': 1, 'core': 1, '19th': 1, 'predominant': 1}"
Chebarkul,54.9833,60.3667,Russia,RU,Europe,"{'administrative': 8, 'municipal': 2, 'территориальных': 2, 'territorial': 2, 'official': 2, 'soviet': 1, 'wide': 1, 'equal': 1, '90th': 1, '28th': 1, 'isbn': 1, 'южноуральская': 1, 'effective': 1, 'external': 1}"
Meldola,44.1333,12.0667,Italy,IT,Europe,"{'notable': 2, 'ancient': 1, 'military': 1, 'patrician': 1, 'historical': 1, 'present': 1, 'fortified': 1, 'early': 1, '16th': 1, 'late': 1, '19th': 1, '20th': 1, 'theologian': 1, 'organologist': 1, 'isbn': 1}"
Shantou,23.354,116.682,China,CN,Asia,"{'administrative': 4, 'former': 4, 'eastern': 3, '19th': 3, 'local': 3, 'direct': 3, 'significant': 2, 'economic': 2, 'higher': 2, 'highest': 2, 'humid': 2, 'sunny': 2, 'dry': 2, 'monthly': 2, 'annual': 2, 'electronic': 2, 'populous': 2, 'biggest': 2, 'urban': 2, 'metropolitan': 2, 'younger': 2, 'overseas': 2, 'traditional': 2, 'dedicated': 2, 'cultural': 2, 'friendly': 2, 'notable': 2, 'richest': 2, 'square': 1, 'bigger': 1, '5th': 1, 'western': 1, 'original': 1, 'special': 1, 'provincial': 1, 'seventeenth': 1, 'scenic': 1, 'earlier': 1, 'preserved': 1, 'devastating': 1, 'nearby': 1, 'brief': 1, 'northern': 1, 'geographic': 1, 'subtropical': 1, 'short': 1, 'mild': 1, 'warm': 1, 'long': 1, 'hot': 1}"
Tieling,42.2237,123.726,China,CN,Asia,"{'important': 1, 'multiethnic': 1, 'ethnic': 1, 'compact': 1, 'administrative': 1, 'notable': 1, 'famous': 1, 'abundant': 1, 'precious': 1, 'dalian': 1, 'external': 1, 'official': 1}"
Mettmann,51.25,6.9667,Germany,DE,Europe,"{'administrative': 5, 'economic': 3, 'northern': 2, 'prussian': 2, 'friendly': 2, 'rural': 1, 'ancient': 1, 'strata': 1, 'lotharingian': 1, 'etymological': 1, 'last': 1, 'carolingian': 1, 'independent': 1, 'popular': 1, 'political': 1, 'hardest': 1, 'local': 1, 'civil': 1, 'military': 1, 'unified': 1, 'significant': 1, 'eastern': 1, 'strong': 1, 'general': 1, 'rapid': 1, 'industrial': 1, 'early': 1, 'cultural': 1, 'kebab': 1, 'ubiquitous': 1, 'western': 1, 'distinct': 1, 'westphalian': 1, 'sizeable': 1, 'proper': 1, 'nearby': 1, 'fossilised': 1, 'neanderthal': 1, 'central': 1, 'typical': 1, 'black': 1, 'notable': 1, 'theologian': 1, 'roman': 1, 'catholic': 1, 'external': 1}"
Zubin Potok,42.9144,20.6897,Kosovo,XK,Europe,"{'ethnic': 3, 'serb': 2, 'local': 2, 'agricultural': 2, 'definite': 1, 'km2': 1, 'terrorist': 1, 'external': 1, 'official': 1}"
Jatani,20.17,85.7,India,IN,Asia,"{'famous': 1, 'higher': 1, 'male': 1, 'female': 1, 'earlier': 1}"
Council Bluffs,41.2369,-95.8516,United States,US,North America,"{'early': 9, 'new': 8, 'square': 8, 'former': 7, 'transcontinental': 5, 'late': 5, '20th': 5, '19th': 5, 'present': 5, 'historic': 4, 'older': 4, 'professional': 4, 'south': 3, 'great': 3, 'western': 3, 'urban': 3, 'southern': 3, 'adjacent': 3, 'fast': 3, 'nearby': 3, 'local': 3, 'racial': 3, 'hispanic': 3, 'married': 3, 'multimodal': 3, 'chief': 2, 'senior': 2, 'little': 2, 'latter': 2, 'annual': 2, 'important': 2, '9th': 2, 'economic': 2, 'extensive': 2, '12th': 2, 'primary': 2, 'prominent': 2, 'commercial': 2, '16th': 2, 'residential': 2, 'additional': 2, 'red': 2, 'notable': 2, 'female': 2, 'non': 2, 'black': 2, 'open': 2, 'rotary': 2, 'minor': 2, 'elementary': 2}"
Poblacion,10.47,123.97,Philippines,PH,Asia,"{'local': 3, 'old': 2, 'commercial': 2, 'multiple': 2, 'administrative': 1, 'single': 1, 'barangay': 1, 'colonial': 1, 'centralized': 1, 'indigenous': 1, 'industrial': 1, 'outlying': 1, 'wide': 1, 'closer': 1, 'few': 1, 'geographical': 1, 'own': 1, 'former': 1, 'independent': 1, 'basic': 1, 'civic': 1, 'prominent': 1, 'central': 1, 'elementary': 1}"
Kherson,46.6425,32.625,Ukraine,UA,Europe,"{'local': 8, 'jewish': 7, 'soviet': 6, 'administrative': 5, 'new': 5, 'former': 5, 'military': 4, 'regional': 3, 'war': 3, 'pro': 3, 'southern': 2, 'nearby': 2, 'early': 2, 'central': 2, 'substantial': 2, 'last': 2, 'free': 2, 'revolutionary': 2, 'post': 2, 'further': 2, 'anti': 2, 'ethnic': 2, 'eastern': 2, 'small': 2, 'urban': 2, 'civilian': 2, 'social': 2, 'economic': 1, 'favourite': 1, 'peninsular': 1, 'chief': 1, 'russo': 1, '18th': 1, 'maritime': 1, 'agricultural': 1, 'armed': 1, '10th': 1, 'electoral': 1, 'allied': 1, 'communist': 1, 'nationalist': 1, 'underground': 1, 'tank': 1, 'industrial': 1, 'independent': 1, 'eligible': 1, 'severe': 1, 'significant': 1, 'live': 1, 'persistent': 1}"
Ferraz de Vasconcelos,-23.5411,-46.3689,Brazil,BR,South America,"{'economic': 1, 'eastern': 1, 'south': 1, 'notable': 1, 'external': 1}"
Valdepeñas,38.7617,-3.385,Spain,ES,Europe,"{'important': 4, 'traditional': 2, 'plain': 2, 'ancient': 2, '16th': 2, 'roman': 2, 'present': 2, 'old': 2, 'new': 2, 'civil': 2, 'famous': 2, 'only': 2, 'autonomous': 1, 'judicial': 1, '13th': 1, 'nearby': 1, 'wide': 1, 'hilly': 1, 'rich': 1, 'extensive': 1, 'left': 1, 'municipal': 1, 'numerous': 1, 'prehistoric': 1, 'compatible': 1, '10th': 1, 'celtiberian': 1, 'older': 1, 'iberian': 1, 'great': 1, 'true': 1, '7th': 1, '2nd': 1, 'archaeological': 1, '1st': 1, 'visigothic': 1, 'moorish': 1, 'sundial': 1, 'oral': 1, '15th': 1, 'military': 1, 'continued': 1, 'medieval': 1, 'jewish': 1, 'early': 1, 'modern': 1, 'own': 1, 'diverse': 1, 'religious': 1, 'ample': 1}"
DeLand,29.0225,-81.2875,United States,US,North America,"{'former': 10, 'northern': 3, 'local': 3, 'historic': 3, 'new': 3, 'general': 2, 'real': 2, 'various': 2, 'humid': 2, 'older': 2, 'notable': 2, 'professional': 2, 'metropolitan': 1, 'oldest': 1, 'uncontrolled': 1, 'commercial': 1, 'wild': 1, 'natural': 1, 'accessible': 1, 'modern': 1, 'agricultural': 1, 'clear': 1, 'erect': 1, 'upstate': 1, 'round': 1, 'hard': 1, 'worthless': 1, 'wealthy': 1, 'fine': 1, 'native': 1, 'annual': 1, 'approximate': 1, 'western': 1, 'square': 1, 'hot': 1, 'mild': 1, 'subtropical': 1, 'responsible': 1, 'landfall': 1, 'married': 1, 'female': 1, 'present': 1, '19th': 1, 'mixed': 1, 'adjacent': 1, 'long': 1, 'blighted': 1, 'urban': 1, 'dilapidated': 1, 'following': 1}"
Bhogpur,31.55,75.63,India,IN,Asia,"{'nearest': 5, 'direct': 2, 'subsequent': 1, 'famous': 1, 'sweet': 1, 'higher': 1, 'male': 1, 'female': 1, 'operative': 1, 'senior': 1, 'secondary': 1, 'few': 1, 'percutaneous': 1, 'coronary': 1, 'transcatheter': 1, 'aortic': 1, 'best': 1, 'local': 1, 'adjacent': 1, 'narrow': 1, 'common': 1, 'big': 1, 'regular': 1, 'own': 1}"
Khorramshahr,30.4394,48.1817,Iran,IR,Asia,"{'joint': 2, 'local': 1, 'inland': 1, 'right': 1, 'recent': 1, 'pre': 1, 'war': 1, 'vast': 1, 'tidal': 1, 'small': 1, 'late': 1, 'parthian': 1, 'debatable': 1, 'islamic': 1, 'extra': 1, 'navigable': 1, 'present': 1, 'close': 1, 'last': 1, 'few': 1, 'following': 1, 'linguistic': 1, 'notable': 1, 'former': 1, 'mathematician': 1, 'portal': 1, 'external': 1, 'spoken': 1}"
Bongao,5.0292,119.7731,Philippines,PH,Asia,"{'human': 3, 'earliest': 2, 'muslim': 2, 'armed': 2, 'provincial': 2, 'old': 1, 'much': 1, '14th': 1, 'nearby': 1, 'perpetual': 1, 'few': 1, 'early': 1, 'backwater': 1, 'prominent': 1, 'noble': 1, 'batu': 1, 'deep': 1, 'white': 1, 'whole': 1, 'famous': 1, 'rapid': 1, 'western': 1, 'geographical': 1, 'tropical': 1, 'heavy': 1, 'round': 1, 'minuscule': 1, 'cosmopolitan': 1, 'multicultural': 1, 'catholic': 1, 'protestant': 1, 'entire': 1, 'archaeological': 1, 'commercial': 1, 'local': 1, 'relative': 1, 'recent': 1, 'migrant': 1, 'open': 1, 'new': 1, 'retail': 1, 'last': 1, 'secondary': 1, 'external': 1}"
Žužemberk,45.8339,14.9292,Slovenia,SI,Europe,"{'castle': 3, 'important': 3, 'notable': 3, 'medieval': 2, 'noble': 2, 'oldest': 2, 'partisan': 2, 'cultural': 2, '13th': 2, 'slovenian': 1, 'historical': 1, 'southern': 1, 'left': 1, 'recent': 1, 'new': 1, 'esteemed': 1, '16th': 1, 'illegitimate': 1, 'dead': 1, 'wild': 1, 'tame': 1, 'next': 1, 'great': 1, 'extensive': 1, 'excessive': 1, 'costly': 1, 'exceptional': 1, 'prominent': 1, 'municipal': 1, 'gothic': 1, '14th': 1, 'late': 1, '20th': 1, 'independent': 1, 'roman': 1, 'military': 1, 'viennese': 1, 'external': 1}"
Bắc Giang,21.2667,106.2,Vietnam,VN,Asia,"{'economic': 3, 'old': 2, 'industrial': 2, 'convenient': 1, 'middle': 1, 'important': 1, 'southern': 1, 'thermal': 1, 'local': 1, 'small-': 1, 'medium': 1, 'sized': 1, 'stable': 1, 'diverse': 1, 'agricultural': 1, 'mechanical': 1, 'electronic': 1, 'administrative': 1, 'commune': 1, 'rural': 1, 'notable': 1}"
Bela Crkva,44.8975,21.4172,Serbia,RS,Europe,"{'ethnic': 6, 'autonomous': 3, 'municipal': 3, 'popular': 1, 'white': 1, 'neolithic': 1, 'late': 1, 'fifth': 1, 'military': 1, 'independent': 1, 'serb': 1, 'external': 1}"
Bariadi,-2.7919,33.9894,Tanzania,TZ,Africa,"{'administrative': 2, 'annual': 2, 'dry': 2, 'regional': 1, 'nearest': 1, 'geographical': 1, 'mean': 1, 'square': 1, 'ten': 1, 'primary': 1, 'secondary': 1, 'various': 1, 'religious': 1, 'female': 1, 'male': 1, 'rainy': 1, 'paved': 1, 'general': 1, 'south': 1, 'external': 1, 'solar': 1}"
Pichidegua,-34.3586,-71.2831,Chile,CL,South America,"{'electoral': 2, 'urban': 1, 'rural': 1, 'third': 1, 'administrative': 1, 'municipal': 1, '34th': 1, '9th': 1, 'senatorial': 1, 'external': 1}"
Qufu,35.5819,116.9862,China,CN,Asia,"{'walled': 7, 'present': 6, 'confucian': 5, 'southern': 5, 'historical': 5, 'square': 4, 'northern': 4, 'small': 4, 'cultural': 3, 'original': 3, '76th': 3, 'numerous': 2, 'eastern': 2, 'early': 2, 'new': 2, 'legendary': 2, 'modern': 2, 'industrial': 2, 'few': 2, 'humid': 2, 'annual': 2, 'south': 2, 'due': 2, 'complete': 2, 'local': 2, 'former': 2, 'different': 2, 'official': 2, 'imperial': 2, 'tall': 2, 'traditional': 2, 'oldest': 2, 'additional': 2, 'southwestern': 1, 'provincial': 1, 'prefectural': 1, 'urban': 1, 'nearby': 1, 'historic': 1, 'famous': 1, 'long': 1, 'administrative': 1, 'punitive': 1, 'loyal': 1, 'larger': 1, 'northeastern': 1, 'giant': 1, 'future': 1, '47th': 1, 'minor': 1}"
San Juan Cotzocón,17.1667,-95.7833,Mexico,MX,North America,"{'traditional': 2, 'south': 1, 'western': 1, 'lower': 1, 'irregular': 1, 'northern': 1, 'warm': 1, 'humid': 1, 'pine': 1, 'ceiba': 1, 'indigenous': 1, 'remote': 1, 'accessible': 1, 'hallucinogenic': 1, 'economic': 1, 'local': 1, 'fair': 1}"
Emmendingen,48.1214,7.8492,Germany,DE,Europe,"{'jewish': 9, 'local': 7, 'administrative': 4, 'few': 3, 'close': 3, '19th': 2, 'official': 2, 'red': 2, 'old': 2, 'blue': 2, 'silver': 2, 'nearest': 2, 'central': 2, 'primary': 2, 'only': 2, 'older': 1, 'cadet': 1, '18th': 1, 'general': 1, 'incomplete': 1, 'armoured': 1, 'right': 1, 'left': 1, 'yellow': 1, 'current': 1, 'western': 1, 'middle': 1, 'adequate': 1, 'round': 1, 'rhine': 1, 'humid': 1, 'subtropical': 1, 'mean': 1, 'volcanic': 1, 'warmest': 1, 'viticultural': 1, 'subject': 1, 'direct': 1, 'slip': 1, 'lower': 1, 'industrial': 1, 'regional': 1, 'third': 1, 'criminal': 1, 'free': 1, 'weekly': 1, 'basic': 1, 'special': 1, 'common': 1, 'available': 1}"
Lubuklinggau,-3.2967,102.8617,Indonesia,ID,Asia,"{'official': 3, 'mid': 2, 'administrative': 1, 'urban': 1, 'daily': 1, 'external': 1}"
Ait Ourir,31.5644,-7.6628,Morocco,MA,Africa,"{'northern': 1, 'undistinguished': 1, 'important': 1, 'agricultural': 1, 'ancient': 1, 'olive': 1, 'notable': 1, 'external': 1}"
Sa Pa,22.3356,103.8419,Vietnam,VN,Asia,"{'local': 6, 'highest': 6, 'ethnic': 5, 'military': 4, 'northern': 4, 'unique': 4, 'sub': 4, 'direct': 3, 'last': 3, 'eastern': 3, 'small': 3, 'lower': 3, 'governmental': 3, 'dry': 3, 'rural': 2, 'former': 2, 'entire': 2, 'late': 2, 'mountainous': 2, 'colonial': 2, 'long': 2, 'early': 2, 'vast': 2, 'new': 2, 'short': 2, 'full': 2, 'economic': 2, 'steep': 2, 'cold': 2, 'tropical': 2, 'agricultural': 2, 'rare': 2, 'endemic': 2, 'himalayan': 2, 'distinct': 2, 'higher': 2, 'big': 2, 'eyed': 2, 'south': 2, 'wet': 2, 'subtropical': 2, 'mean': 2, 'annual': 2, 'prevalent': 2, 'granitic': 2, 'social': 2, 'non': 2, 'nearest': 2, 'montane': 2, 'touristic': 1}"
Alcañiz,41.0511,-0.1336,Spain,ES,Europe,"{'jewish': 5, 'few': 3, 'historical': 2, 'christian': 2, 'territorial': 2, 'heavy': 2, 'autonomous': 1, 'unofficial': 1, 'provincial': 1, 'current': 1, 'islamic': 1, 'military': 1, 'administrative': 1, 'successful': 1, 'new': 1, 'haphazard': 1, 'last': 1, 'religious': 1, 'cold': 1, 'semi': 1, 'arid': 1, 'cool': 1, 'hot': 1, 'dry': 1, 'little': 1, 'snowy': 1, 'unknown': 1, 'medieval': 1, 'notable': 1, 'external': 1, 'official': 1}"
Ostuni,40.7322,17.5778,Italy,IT,Europe,"{'new': 2, 'white': 2, 'local': 2, 'continuous': 1, 'industrial': 1, 'pre': 1, 'classic': 1, 'little': 1, 'different': 1, 'medieval': 1, 'stable': 1, 'anticipated': 1, 'extant': 1, 'fiery': 1, 'ancient': 1, 'own': 1, 'aristocratic': 1, 'typical': 1, 'masserie': 1, 'fifth': 1, 'nearest': 1, 'foreign': 1, 'useful': 1, 'similar': 1, 'external': 1, 'official': 1}"
